id,authors,original_publication_year,title,mood_tag
7378,Charles Stross,2004.0,"The Atrocity Archives (Laundry Files, #1)",thoughtful
7379,Steve Martin,2003.0,The Pleasure of My Company,thoughtful
7380,C.J. Sansom,2004.0,"Dark Fire (Matthew Shardlake, #2)",thoughtful
7381,Christina Lauren,2013.0,"Beautiful Beginning (Beautiful Bastard, #3.5)",thoughtful
7382,Liz Moore,2012.0,Heft,thoughtful
7383,Brian Jacques,1995.0,"Outcast of Redwall (Redwall, #8)",thoughtful
7384,Lloyd Jones,2006.0,Mister Pip,thoughtful
7385,"Giada De Laurentiis, Victoria Pearson",2006.0,Giada's Family Dinners,poignant
7386,John Patrick Shanley,2005.0,Doubt,thoughtful
7387,Cate Tiernan,2001.0,"Book of Shadows (Sweep, #1)",dark
7388,Beth Harbison,2008.0,"Secrets of a Shoe Addict (Shoe Addict, #2)",mysterious
7389,Anna Todd,2014.0,"After We Fell (After, #3)",thoughtful
7390,Laurie Fabiano,2006.0,Elizabeth Street,thoughtful
7391,Sarah J. Maas,2012.0,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",adventurous
7392,"SÃ¸ren Kierkegaard, Alastair Hannay",1843.0,Fear and Trembling,dark
7393,Amelia Atwater-Rhodes,2003.0,"Hawksong (The Kiesha'ra, #1)",thoughtful
7394,Peter F. Hamilton,1999.0,"The Naked God (Night's Dawn, #3)",dark
7395,"Peggy Parish, Wallace Tripp",1971.0,"Come Back, Amelia Bedelia",thoughtful
7396,Thor Heyerdahl,1948.0,Kon-Tiki: Across The Pacific In A Raft,thoughtful
7397,Mohsin Hamid,2013.0,How to Get Filthy Rich in Rising Asia,thoughtful
7398,"Albert Einstein, Nigel Calder, Robert W. Lawson",1916.0,Relativity: The Special and the General Theory,thoughtful
7399,Anna Maxted,2000.0,Getting Over It,thoughtful
7400,Siobhan Vivian,2012.0,The List,thoughtful
7401,David James Duncan,1992.0,The Brothers K,thoughtful
7402,Shawn Achor,2010.0,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,thoughtful
7403,W. Bruce Cameron,2012.0,"A Dog's Journey (A Dog's Purpose, #2)",adventurous
7404,"Timothy J. Keller, Kathy  Keller",2011.0,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,thoughtful
7405,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair",2010.0,Batman & Robin: Batman Reborn,thoughtful
7406,Matsuri Hino,2002.0,"MeruPuri, Vol. 1 (MeruPuri, #1)",thoughtful
7407,"Arturo PÃ©rez-Reverte, Margaret Jull Costa",1990.0,The Flanders Panel,thoughtful
7408,"Janet Stevens, Hans Christian Andersen",1835.0,The Princess and the Pea,thoughtful
7409,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920.0,The Short Stories,thoughtful
7410,V.C. Andrews,1986.0,"Dark Angel (Casteel, #2)",thoughtful
7411,Timothy Zahn,1997.0,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",tense
7412,Tyler Oakley,2015.0,Binge,thoughtful
7413,Alessandra Torre,2014.0,Black Lies,thoughtful
7414,Laura Lippman,2007.0,What the Dead Know,thoughtful
7415,"Jay Crownover, Charlotte Connan de vries",2014.0,"Rome (Marked Men, #3)",thoughtful
7416,"Laurence Sterne, Melvyn New",1767.0,"The Life and Opinions of Tristram Shandy, Gentleman",poignant
7417,"Giles Andreae, Guy Parker-Rees",,Giraffes Can't Dance,thoughtful
7418,Susan Vreeland,2001.0,The Passion of Artemisia,romantic
7419,Louise L. Hay,1976.0,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,thoughtful
7420,"Mia Ikumi, Reiko Yoshida",2003.0,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",thoughtful
7421,Emily M. Danforth,2012.0,The Miseducation of Cameron Post,thoughtful
7422,"Neil Gaiman, P. Craig Russell",2008.0,Coraline (Illustrated/Graphic Novel Edition),thoughtful
7423,Diana Wynne Jones,2008.0,"House of Many Ways (Howl's Moving Castle, #3)",thoughtful
7424,Don Winslow,2015.0,The Cartel,thoughtful
7425,Sue Klebold,2016.0,A Mother's Reckoning: Living in the Aftermath of Tragedy,poignant
7426,Carl Hiaasen,1989.0,"Skin Tight (Mick Stranahan, #1)",thoughtful
7427,Ian Fleming,1955.0,"Moonraker (James Bond, #3)",thoughtful
7428,"John Locke, Peter Laslett, Raymond Geuss",1689.0,Two Treatises of Government,thoughtful
7429,Henry David Thoreau,1995.0,Civil Disobedience and Other Essays,thoughtful
7430,Louisa May Alcott,1876.0,"Rose in Bloom (Eight Cousins, #2)",thoughtful
7431,David  Arnold,2015.0,Mosquitoland,nostalgic
7432,Barbara Claypole White,2015.0,The Perfect Son,thoughtful
7433,Melina Marchetta,1992.0,Looking for Alibrandi,thoughtful
7434,Kristen Ashley,2013.0,"Raid (Unfinished Hero, #3)",thoughtful
7435,Darynda Jones,2013.0,"Fifth Grave Past the Light (Charley Davidson, #5)",dark
7436,Wilbur Smith,1995.0,"The Seventh Scroll (Ancient Egypt, #2)",thoughtful
7437,Kody Keplinger,2012.0,A Midsummer's Nightmare,dark
7438,Nick Cutter,2014.0,The Troop,thoughtful
7439,C.J. Sansom,2008.0,"Revelation (Matthew Shardlake, #4)",thoughtful
7440,"Pablo Neruda, Stephen Tapscott",1959.0,100 Love Sonnets,romantic
7441,Amy Bloom,2014.0,Lucky Us,thoughtful
7442,Julia Quinn,2005.0,"It's in His Kiss (Bridgertons, #7)",romantic
7443,"J.K. Rowling, MinaLima",2016.0,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",magical
7444,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807.0,Phenomenology of Spirit,thoughtful
7445,Kristen Ashley,2013.0,"Fire Inside (Chaos, #2)",thoughtful
7446,Peter F. Hamilton,1997.0,"The Neutronium Alchemist (Night's Dawn, #2)",dark
7447,Gena Showalter,2012.0,The Darkest Seduction (Lords of the Underworld #9),thoughtful
7448,Victoria Aveyard,2017.0,"King's Cage (Red Queen, #3)",thoughtful
7449,Paul Auster,2009.0,Invisible,thoughtful
7450,ÙŠÙˆØ³Ù Ø²ÙŠØ¯Ø§Ù†,2006.0,Ø¸Ù„ Ø§Ù„Ø£ÙØ¹Ù‰,thoughtful
7451,Sarah Mlynowski,2011.0,Ten Things We Did (and Probably Shouldn't Have),thoughtful
7452,Moira Young,2012.0,"Rebel Heart (Dust Lands, #2)",romantic
7453,Julie Gregory,2003.0,Sickened: The Memoir of a Munchausen by Proxy Childhood,poignant
7454,Anita Shreve,2001.0,The Last Time They Met,thoughtful
7455,Paulette Jiles,2016.0,News of the World,thoughtful
7456,Brad Thor,2005.0,"Blowback (Scot Harvath, #4)",thoughtful
7457,Devdutt Pattanaik,2010.0,Jaya: An Illustrated Retelling of the Mahabharata,thoughtful
7458,Gail Tsukiyama,1991.0,Women of the Silk,thoughtful
7459,Anthony Hope,1894.0,The Prisoner of Zenda,thoughtful
7460,Amanda Hocking,2010.0,"Flutter (My Blood Approves, #3)",dark
7461,Tammy Falkner,2013.0,"Tall, Tatted and Tempting (The Reed Brothers, #1)",thoughtful
7462,Paul Auster,1992.0,Leviathan,thoughtful
7463,David Baldacci,1999.0,Saving Faith,thoughtful
7464,R.A. Salvatore,1999.0,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",thoughtful
7465,R.L. Stine,1993.0,"The Haunted Mask (Goosebumps, #11)",thoughtful
7466,Douglas Preston,2005.0,Tyrannosaur Canyon (Wyman Ford #1),thoughtful
7467,J.P. Delaney,2017.0,The Girl Before,thoughtful
7468,Louis Sachar,1995.0,Wayside School Gets A Little Stranger (Wayside School #3),thoughtful
7469,Dan Simmons,1991.0,Summer of Night,dark
7470,"Jim Butcher, Mark Powers, Ardian Syaf",2009.0,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",thoughtful
7471,Carl Hiaasen,1986.0,Tourist Season,thoughtful
7472,Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙÙŠÙ‚,2012.0,Ø§Ù„Ø³Ù†Ø¬Ø©,thoughtful
7473,Debbie Macomber,2002.0,"204 Rosewood Lane (Cedar Cove, #2)",thoughtful
7474,Karin Slaughter,2013.0,"Unseen (Will Trent, #7)",thoughtful
7475,Heather Brewer,2010.0,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",thoughtful
7476,Robert A. Heinlein,1956.0,Double Star,thoughtful
7477,Alex Kava,2000.0,"A Perfect Evil (Maggie O'Dell, #1)",thoughtful
7478,Anne Lamott,2012.0,Help Thanks Wow: The Three Essential Prayers,thoughtful
7479,"Brian Jacques, Allan Curless",1997.0,"The Long Patrol (Redwall, #10)",thoughtful
7480,Steven Pinker,2010.0,The Better Angels of Our Nature: Why Violence Has Declined,thoughtful
7481,"A.A. Milne, Ernest H. Shepard",1924.0,"When We Were Very Young (Winnie-the-Pooh, #3)",thoughtful
7482,M.O. Walsh,2015.0,My Sunshine Away,thoughtful
7483,Dee Henderson,2001.0,The Truth Seeker (O'Malley #3),thoughtful
7484,Dee Lestari,2006.0,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,thoughtful
7485,"Mika Waltari, Ø°Ø¨ÛŒØ­â€ŒØ§Ù„Ù„Ù‡ Ù…Ù†ØµÙˆØ±ÛŒ",1945.0,Ø³ÛŒÙ†ÙˆÙ‡Ù‡,thoughtful
7486,Nicole Krauss,2010.0,Great House,thoughtful
7487,Karin Slaughter,2016.0,"The Kept Woman (Will Trent, #8)",thoughtful
7488,Marie Force,2011.0,"Maid for Love (Gansett Island Series, #1)",adventurous
7489,Francine Rivers,2003.0,And the Shofar Blew,thoughtful
7490,Orson Scott Card,1989.0,"Prentice Alvin (Tales of Alvin Maker, #3)",thoughtful
7491,Alexander McCall Smith,2005.0,"44 Scotland Street (44 Scotland Street, #1)",thoughtful
7492,Sandra Brown,2005.0,Chill Factor,thoughtful
7493,"Neil Gaiman, Mark Buckingham",2008.0,Odd and the Frost Giants,thoughtful
7494,Mark  Edwards,2013.0,The Magpies,tense
7495,"Tayeb Salih, Denys Johnson-Davies",1966.0,Season of Migration to the North,thoughtful
7496,Doris Lessing,1962.0,The Golden Notebook,nostalgic
7497,Jennifer Donnelly,2008.0,"The Winter Rose (The Tea Rose, #2)",thoughtful
7498,Jeff Shaara,1991.0,"The Last Full Measure (The Civil War Trilogy, #3)",tense
7499,Ã‰ric-Emmanuel Schmitt,1996.0,Oscar et la dame rose,thoughtful
7500,Harold S. Kushner,1981.0,When Bad Things Happen to Good People,nostalgic
7501,Patrick O'Brian,1972.0,"Post Captain (Aubrey/Maturin, #2)",thoughtful
7502,Jessica Day George,2008.0,"Dragon Flight (Dragon Slippers, #2)",adventurous
7503,Susan Coolidge,1872.0,"What Katy Did (Carr Family, #1)",poignant
7504,Robert McCloskey,1942.0,Homer Price (A Puffin Book),thoughtful
7505,Tamora Pierce,2003.0,"Shatterglass (The Circle Opens, #4)",thoughtful
7506,David Eddings,1982.0,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",magical
7507,Philip G. Zimbardo,2007.0,The Lucifer Effect: Understanding How Good People Turn Evil,thoughtful
7508,Nancy Pickard,2010.0,The Scent of Rain and Lightning,thoughtful
7509,"Clive Cussler, Michael Pritchard",1983.0,"Pacific Vortex! (Dirk Pitt, #1)",thoughtful
7510,Abbi Glines,2014.0,"One More Chance (Rosemary Beach, #8; Chance, #2)",thoughtful
7511,Kim Stanley Robinson,2015.0,Aurora,thoughtful
7512,J.D. Robb,2002.0,"Purity in Death (In Death, #15)",poignant
7513,Mary  Stewart,1973.0,"The Hollow Hills (Arthurian Saga, #2)",tense
7514,Margaret Peterson Haddix,2004.0,"Among the Brave (Shadow Children, #5)",dark
7515,"Rusty Young, Thomas McFadden",2003.0,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",thoughtful
7516,Fuyumi Soryo,1996.0,"Mars, Volume 01",thoughtful
7517,Richard Feynman,1962.0,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,thoughtful
7518,Alice Waters,2007.0,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",thoughtful
7519,Piers Anthony,1981.0,"Centaur Aisle (Xanth, #4)",thoughtful
7520,Michelle Richmond,2006.0,The Year of Fog,thoughtful
7521,"Marv Wolfman, George PÃ©rez",1985.0,Crisis on Infinite Earths,thoughtful
7522,John Hodgman,2005.0,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,thoughtful
7523,J.K. Rowling,2016.0,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",magical
7524,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",1981.0,"Ronia, the Robber's Daughter",thoughtful
7525,Kathy Reichs,2010.0,"Spider Bones (Temperance Brennan, #13)",thoughtful
7526,Andrew Clements,2007.0,No Talking,thoughtful
7527,"Jo NesbÃ¸, Neil Smith",2014.0,"Blood on Snow (Blood on Snow, #1)",dark
7528,Elisabeth Naughton,2011.0,"Wait for Me (Against All Odds, #1)",thoughtful
7529,Tan Twan Eng,2011.0,The Garden of Evening Mists,thoughtful
7530,Natasha Preston,2014.0,"The Cellar (The Cellar, #1)",thoughtful
7531,Arina Tanemura,2005.0,"The Gentlemen's Alliance â€ , Vol. 1",thoughtful
7532,Alice Clayton,2014.0,"Rusty Nailed (Cocktail, #2)",thoughtful
7533,Christine Feehan,2002.0,"Dark Guardian (Dark, #9)",thoughtful
7534,Frank E. Peretti,1992.0,Prophet,thoughtful
7535,Danielle  Paige,2015.0,"The Wicked Will Rise (Dorothy Must Die, #2)",thoughtful
7536,Christine Feehan,2001.0,"Dark Fire (Dark, #6)",thoughtful
7537,Claudia Rankine,2014.0,Citizen: An American Lyric,thoughtful
7538,P.G. Wodehouse,1925.0,"Carry on, Jeeves (Jeeves, #3)",thoughtful
7539,"Sarah Prineas, Antonio Javier Caparo",2008.0,"The Magic Thief (Magic Thief, #1)",magical
7540,Michael Azerrad,2001.0,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,poignant
7541,Rosalind Miles,1992.0,"I, Elizabeth",thoughtful
7542,Marian Keyes,2014.0,The Woman Who Stole My Life,poignant
7543,Guy Delisle,2003.0,Pyongyang: A Journey in North Korea,adventurous
7544,Ken Follett,1991.0,Night Over Water,dark
7545,Courtney Maum,2014.0,I Am Having So Much Fun Here Without You,thoughtful
7546,Cecily von Ziegesar,2003.0,"All I Want is Everything (Gossip Girl, #3)",thoughtful
7547,Michael E. Porter,1980.0,Competitive Strategy: Techniques for Analyzing Industries and Competitors,thoughtful
7548,Wayne A. Grudem,1994.0,Systematic Theology: An Introduction to Biblical Doctrine,thoughtful
7549,Sue Grafton,2000.0,"P is for Peril (Kinsey Millhone, #16)",thoughtful
7550,Sarah Andersen,2016.0,"Adulthood Is a Myth (Sarah's Scribbles, #1)",thoughtful
7551,R. Scott Bakker,2003.0,"The Darkness That Comes Before (The Prince of Nothing, #1)",thoughtful
7552,Kristin Kimball,2010.0,"The Dirty Life: On Farming, Food, and Love",romantic
7553,Jonathan Maberry,2011.0,"Dust & Decay (Rot & Ruin, #2)",thoughtful
7554,Melissa Landers,2014.0,"Alienated (Alienated, #1)",thoughtful
7555,Laura Ruby,2015.0,Bone Gap,thoughtful
7556,Adriana Trigiani,2001.0,"Big Cherry Holler (Big Stone Gap, #2)",thoughtful
7557,Marcus Samuelsson,2012.0,"Yes, Chef",thoughtful
7558,Meg Cabot,2004.0,Teen Idol,thoughtful
7559,Chimamanda Ngozi Adichie,2009.0,The Thing Around Your Neck,thoughtful
7560,Stephanie Garber,2017.0,Caraval,thoughtful
7561,James Frey,2008.0,Bright Shiny Morning,thoughtful
7562,Kate Chopin,1894.0,The Story of an Hour,thoughtful
7563,John Updike,1981.0,Rabbit Is Rich (Rabbit Angstrom #3),thoughtful
7564,Anna Quindlen,2012.0,"Lots of Candles, Plenty of Cake",thoughtful
7565,Cheryl Rainfield,2010.0,Scars,thoughtful
7566,Mary Kay Andrews,2009.0,The Fixer Upper,thoughtful
7567,Ahmad Fuadi,2009.0,"Negeri 5 Menara (Negeri 5 Menara, #1)",thoughtful
7568,Naomi Novik,2007.0,"Empire of Ivory (Temeraire, #4)",thoughtful
7569,Rick Atkinson,2002.0,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",tense
7570,Mary Higgins Clark,2002.0,Daddy's Little Girl,thoughtful
7571,Sandra Brown,2006.0,Ricochet,thoughtful
7572,Fannie Flagg,2006.0,Can't Wait to Get to Heaven,thoughtful
7573,Jo Walton,2011.0,Among Others,thoughtful
7574,J.D. Robb,2001.0,"Seduction in Death (In Death, #13)",poignant
7575,James M. Cain,1936.0,Double Indemnity,thoughtful
7576,Sherrilyn Kenyon,2007.0,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",dark
7577,Garr Reynolds,2007.0,Presentation Zen: Simple Ideas on Presentation Design and Delivery,nostalgic
7578,R.A. Salvatore,2001.0,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",adventurous
7579,Philip Roth,1959.0,"Goodbye, Columbus and Five Short Stories",poignant
7580,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2009.0,"Bone: Quest for the Spark, Vol. 1",adventurous
7581,Josh Kaufman,2010.0,The Personal MBA: Master the Art of Business,thoughtful
7582,Dorothea Benton Frank,2013.0,The Last Original Wife,thoughtful
7583,Sherrilyn Kenyon,2010.0,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",thoughtful
7584,Scott  Hawkins,2015.0,The Library at Mount Char,thoughtful
7585,Chris d'Lacey,2005.0,"Fire Star (The Last Dragon Chronicles, #3)",adventurous
7586,James A. Michener,1985.0,Texas,thoughtful
7587,Joel Osteen,2004.0,Your Best Life Now: 7 Steps to Living at Your Full Potential,poignant
7588,Jennifer L. Holm,2010.0,Turtle in Paradise,thoughtful
7589,Lois McMaster Bujold,1990.0,"The Vor Game (Vorkosigan Saga, #6)",nostalgic
7590,"Mary Beth Chapman, Steven Curtis Chapman",2010.0,Choosing to SEE,thoughtful
7591,Lauren Beukes,2014.0,Broken Monsters,thoughtful
7592,"Sylvia Plath, Karen V. Kukil",1982.0,The Unabridged Journals of Sylvia Plath,thoughtful
7593,David Foster Wallace,2009.0,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",romantic
7594,Richard Feynman,1985.0,QED: The Strange Theory of Light and Matter,thoughtful
7595,"Lili St. Crow, Lilith Saintcrow",2011.0,"Defiance (Strange Angels, #4)",thoughtful
7596,Kelley Armstrong,2005.0,"Haunted (Women of the Otherworld, #5)",thoughtful
7597,Jill Conner Browne,1999.0,The Sweet Potato Queens' Book of Love,romantic
7598,Tamora Pierce,2011.0,"Mastiff (Beka Cooper, #3)",thoughtful
7599,Debra Dean,2006.0,The Madonnas of Leningrad,thoughtful
7600,Laurell K. Hamilton,2009.0,"Divine Misdemeanors (Merry Gentry, #8)",thoughtful
7601,Chelsea Cain,2008.0,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",romantic
7602,JosÃ© Saramago,2009.0,Caim,thoughtful
7603,William Gibson,1999.0,"All Tomorrow's Parties (Bridge, #3)",thoughtful
7604,Hannu Rajaniemi,2010.0,"The Quantum Thief (Jean le Flambeur, #1)",thoughtful
7605,John Sandford,2011.0,"Shock Wave (Virgil Flowers, #5)",thoughtful
7606,Ludwig Wittgenstein,1921.0,Tractatus Logico-Philosophicus,thoughtful
7607,Agatha Christie,1933.0,"Lord Edgware Dies (Hercule Poirot, #9)",mysterious
7608,"Jeph Loeb, Jim Lee, Scott Williams",2003.0,"Batman: Hush, Vol. 2",thoughtful
7609,Spencer Quinn,2008.0,Dog on It (A Chet and Bernie Mystery #1),mysterious
7610,Mary Kay Andrews,2012.0,Spring Fever,thoughtful
7611,Dr. Seuss,1937.0,And to Think That I Saw it on Mulberry Street,thoughtful
7612,Doris Kearns Goodwin,2013.0,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",tense
7613,Brandon Mull,2013.0,"Chasing the Prophecy (Beyonders, #3)",thoughtful
7614,David Weber,1994.0,"The Short Victorious War (Honor Harrington, #3)",tense
7615,Caroline Knapp,1996.0,Drinking: A Love Story,romantic
7616,Jules Verne,1863.0,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",thoughtful
7617,"P.C. Cast, Kristin Cast",2011.0,"Dragon's Oath (House of Night Novellas, #1)",adventurous
7618,Kalayna Price,2010.0,"Grave Witch (Alex Craft, #1)",magical
7619,Agatha Christie,1976.0,"Sleeping Murder (Miss Marple, #13)",mysterious
7620,"Edith Wharton, Mary Gordon",1911.0,Ethan Frome and Other Short Fiction,thoughtful
7621,Sarah J. Maas,2012.0,"The Assassin and the Desert (Throne of Glass, #0.3)",tense
7622,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",1887.0,On the Genealogy of Morals/Ecce Homo,thoughtful
7623,Steven Callahan,1986.0,Adrift: Seventy-Six Days Lost at Sea,adventurous
7624,Judith McNaught,1987.0,"Once and Always (Sequels, #1)",thoughtful
7625,James Rollins,2012.0,"Bloodline (Sigma Force, #8)",dark
7626,Lisi Harrison,2004.0,"Best Friends for Never (The Clique, #2)",thoughtful
7627,Bernard Cornwell,2011.0,"Death of Kings (The Saxon Stories, #6)",poignant
7628,"Howard Schultz, Joanne Gordon",2007.0,Onward: How Starbucks Fought for Its Life without Losing Its Soul,tense
7629,Laurence Rees,2005.0,Auschwitz,thoughtful
7630,Slavomir Rawicz,1956.0,The Long Walk: The True Story of a Trek to Freedom,thoughtful
7631,Nora Roberts,2002.0,Three Fates,thoughtful
7632,Alexandra Bracken,2016.0,"Passenger (Passenger, #1)",thoughtful
7633,"J.D. Robb, Susan Ericksen",2006.0,"Born in Death (In Death, #23)",poignant
7634,Chris Bohjalian,2014.0,"Close Your Eyes, Hold Hands",nostalgic
7635,Agatha Christie,1953.0,"A Pocket Full of Rye (Miss Marple, #7)",mysterious
7636,"Durjoy Datta, Maanvi Ahuja",2008.0,Of Course I Love You...! Till I Find Someone Better...,romantic
7637,Robyn Carr,2007.0,"Virgin River (Virgin River, #1)",thoughtful
7638,Iain M. Banks,2004.0,The Algebraist,thoughtful
7639,"JosÃ© Mauro de Vasconcelos, Ù‚Ø§Ø³Ù… ØµÙ†Ø¹ÙˆÛŒ",1968.0,Ø¯Ø±Ø®Øª Ø²ÛŒØ¨Ø§ÛŒ Ù…Ù†,thoughtful
7640,Margaret Atwood,2014.0,Stone Mattress: Nine Tales,thoughtful
7641,Ivan Doig,2006.0,The Whistling Season,thoughtful
7642,"Morgan Rhodes, Michelle Rowen",2013.0,"Rebel Spring (Falling Kingdoms, #2)",thoughtful
7643,"James Patterson, Marshall Karp",2014.0,"NYPD Red 2 (NYPD Red, #2)",thoughtful
7644,James A. Michener,1978.0,Chesapeake,thoughtful
7645,Steve Martini,1997.0,The List,thoughtful
7646,Gloria Levine,,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),thoughtful
7647,Walter Mosley,1990.0,"Devil in a Blue Dress (Easy Rawlins, #1)",thoughtful
7648,"Michael Rosen, Jane Ray",2003.0,Shakespeare's Romeo and Juliet,thoughtful
7649,Jim Thompson,1952.0,The Killer Inside Me,thoughtful
7650,Mary Elizabeth Braddon,1862.0,Lady Audley's Secret,mysterious
7651,"JosÃ© Saramago, Margaret Jull Costa",1997.0,All the Names,thoughtful
7652,Adriana Trigiani,2003.0,"Lucia, Lucia",thoughtful
7653,Jodi Lynn Anderson,2012.0,Tiger Lily,thoughtful
7654,"Karen Kingsbury, Gary Smalley",2003.0,"Return (Redemption, #3)",thoughtful
7655,Philip Pullman,1985.0,"The Ruby in the Smoke (Sally Lockhart, #1)",thoughtful
7656,Amanda Foreman,1998.0,Georgiana: Duchess of Devonshire,thoughtful
7657,A.C. Gaughen,2012.0,"Scarlet (Scarlet, #1)",thoughtful
7658,Miranda Kenneally,2012.0,Stealing Parker,thoughtful
7659,Mary Kay Andrews,2016.0,The Weekenders,thoughtful
7660,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005.0,"Fables, Vol. 5: The Mean Seasons",thoughtful
7661,Machado de Assis,1899.0,Dom Casmurro,thoughtful
7662,"Robert Shea, Robert Anton Wilson",1975.0,The Illuminatus! Trilogy,thoughtful
7663,Alexander Gordon Smith,2009.0,"Lockdown (Escape from Furnace, #1)",thoughtful
7664,"Michael Chabon, Jay Ryan",2004.0,The Final Solution,thoughtful
7665,Nancy Thayer,2010.0,Beachcombers,thoughtful
7666,"John Layman, Rob Guillory",2010.0,"Chew, Vol. 2: International Flavor",thoughtful
7667,Poppy Z. Brite,1992.0,Lost Souls,adventurous
7668,Joseph Conrad,1907.0,The Secret Agent,mysterious
7669,Alan W. Watts,1957.0,The Way of Zen,thoughtful
7670,Ramez Naam,2012.0,"Nexus (Nexus, #1)",thoughtful
7671,Kathleen E. Woodiwiss,1974.0,The Wolf and the Dove,thoughtful
7672,Veronica Roth,2014.0,"The Traitor (Divergent, #0.4)",thoughtful
7673,Colm TÃ³ibÃ­n,2014.0,Nora Webster,thoughtful
7674,Jamie McGuire,2011.0,"Requiem (Providence, #2)",thoughtful
7675,Steve Berry,2010.0,"The Emperor's Tomb (Cotton Malone, #6)",thoughtful
7676,Lisa Gardner,2014.0,"Fear Nothing (Detective D.D. Warren, #7)",mysterious
7677,"Dorie Greenspan, Alan    Richardson",1980.0,Baking: From My Home to Yours,thoughtful
7678,Jane Green,2010.0,Promises to Keep,thoughtful
7679,Kristen Ashley,2011.0,"For You (The 'Burg, #1)",thoughtful
7680,"Aya Nakahara, Pookie Rolf",2001.0,"Loveâ˜…Com, Vol. 1",romantic
7681,Agatha Christie,1972.0,"Elephants Can Remember (Hercule Poirot, #37)",mysterious
7682,Belle Aurora,2013.0,"Friend-Zoned (Friend-Zoned, #1)",thoughtful
7683,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989.0,What to Expect the First Year (What to Expect),thoughtful
7684,Danielle Steel,1986.0,The Gift,thoughtful
7685,Kristin Levine,2012.0,The Lions of Little Rock,thoughtful
7686,Phillip C. McGraw,2000.0,Self Matters: Creating Your Life from the Inside Out,poignant
7687,Amanda Hocking,2010.0,"Hollowland (The Hollows, #1)",thoughtful
7688,Hidekaz Himaruya,2008.0,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",thoughtful
7689,"Andrew Stanton, Walt Disney Company",1996.0,Finding Nemo,thoughtful
7690,"Herman Parish, Lynn Sweat",2002.0,Calling Doctor Amelia Bedelia,thoughtful
7691,Gail Carriger,2012.0,"Timeless (Parasol Protectorate, #5)",thoughtful
7692,Jan Karon,1995.0,"These High, Green Hills (Mitford Years, #3)",thoughtful
7693,"Eric Schmidt, Jonathan Rosenberg",2014.0,How Google Works,thoughtful
7694,J.A. Redmerski,2013.0,"Killing Sarai (In the Company of Killers, #1)",thoughtful
7695,Cecelia Ahern,2011.0,The Time of My Life,poignant
7696,"A.A. Milne, Ernest H. Shepard",1927.0,"Now We Are Six (Winnie-the-Pooh, #4)",thoughtful
7697,L.J. Smith,2009.0,"The Captive Part II / The Power (The Secret Circle, #2-3)",mysterious
7698,Mary Kay Andrews,2013.0,Ladies' Night,dark
